bin_index  r_left_A  r_right_A  r_center_A  shell_volume_A3  counts  normalization  g_r
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02 2.500000000000000139e-02 5.235987755982989206e-04 0.000000000000000000e+00 3.508887383959906348e-02 0.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000278e-02 1.000000000000000056e-01 7.500000000000001110e-02 3.665191429188092553e-03 0.000000000000000000e+00 2.456221168771936247e-01 0.000000000000000000e+00
2.000000000000000000e+00 1.000000000000000056e-01 1.500000000000000222e-01 1.250000000000000000e-01 9.948376736367682202e-03 0.000000000000000000e+00 6.666886029523837465e-01 0.000000000000000000e+00
3.000000000000000000e+00 1.500000000000000222e-01 2.000000000000000111e-01 1.750000000000000167e-01 1.937315469713705995e-02 0.000000000000000000e+00 1.298288332065165918e+00 0.000000000000000000e+00
4.000000000000000000e+00 2.000000000000000111e-01 2.500000000000000000e-01 2.250000000000000056e-01 3.193952531149622104e-02 0.000000000000000000e+00 2.140421304215548659e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.500000000000000000e-01 3.000000000000000444e-01 2.750000000000000222e-01 4.764748857944525046e-02 0.000000000000000000e+00 3.193087519403517760e+00 0.000000000000000000e+00
6.000000000000000000e+00 3.000000000000000444e-01 3.500000000000000333e-01 3.250000000000000666e-01 6.649704450098394004e-02 0.000000000000000000e+00 4.456286977629074997e+00 0.000000000000000000e+00
7.000000000000000000e+00 3.500000000000000333e-01 4.000000000000000222e-01 3.750000000000000000e-01 8.848819307611252571e-02 0.000000000000000000e+00 5.930019678892251456e+00 0.000000000000000000e+00
8.000000000000000000e+00 4.000000000000000222e-01 4.500000000000000111e-01 4.250000000000000444e-01 1.136209343048308340e-01 0.000000000000000000e+00 7.614285623193012498e+00 0.000000000000000000e+00
9.000000000000000000e+00 4.500000000000000111e-01 5.000000000000000000e-01 4.749999999999999778e-01 1.418952681871389343e-01 0.000000000000000000e+00 9.509084810531335918e+00 0.000000000000000000e+00
1.000000000000000000e+01 5.000000000000000000e-01 5.500000000000000444e-01 5.250000000000000222e-01 1.733111947230371319e-01 0.000000000000000000e+00 1.161441724090732031e+01 0.000000000000000000e+00
1.100000000000000000e+01 5.500000000000000444e-01 6.000000000000000888e-01 5.750000000000000666e-01 2.078687139125248717e-01 0.000000000000000000e+00 1.393028291432086441e+01 0.000000000000000000e+00
1.200000000000000000e+01 6.000000000000000888e-01 6.500000000000000222e-01 6.250000000000000000e-01 2.455678257556017097e-01 0.000000000000000000e+00 1.645668183077197355e+01 0.000000000000000000e+00
1.300000000000000000e+01 6.500000000000000222e-01 7.000000000000000666e-01 6.750000000000000444e-01 2.864085302522697551e-01 0.000000000000000000e+00 1.919361399026075077e+01 0.000000000000000000e+00
1.400000000000000000e+01 7.000000000000000666e-01 7.500000000000000000e-01 7.250000000000000888e-01 3.303908274025262326e-01 0.000000000000000000e+00 2.214107939278695270e+01 0.000000000000000000e+00
1.500000000000000000e+01 7.500000000000000000e-01 8.000000000000000444e-01 7.750000000000000222e-01 3.775147172063739731e-01 0.000000000000000000e+00 2.529907803835092039e+01 0.000000000000000000e+00
1.600000000000000000e+01 8.000000000000000444e-01 8.500000000000000888e-01 8.250000000000000666e-01 4.277801996638102011e-01 0.000000000000000000e+00 2.866760992695238386e+01 0.000000000000000000e+00
1.700000000000000000e+01 8.500000000000000888e-01 9.000000000000000222e-01 8.750000000000000000e-01 4.811872747748364154e-01 0.000000000000000000e+00 3.224667505859155625e+01 0.000000000000000000e+00
