8.050000000000000488e-01 0.000000000000000000e+00
8.150000000000000577e-01 0.000000000000000000e+00
8.250000000000000666e-01 0.000000000000000000e+00
8.350000000000000755e-01 0.000000000000000000e+00
8.450000000000000844e-01 0.000000000000000000e+00
8.550000000000000933e-01 0.000000000000000000e+00
8.650000000000001021e-01 0.000000000000000000e+00
8.750000000000000000e-01 3.075629077198408119e-03
8.850000000000000089e-01 1.443127691111002406e-02
8.950000000000000178e-01 9.407061251691395398e-02
9.050000000000000266e-01 4.318399713524625483e-01
9.150000000000000355e-01 1.516553583319218301e+00
9.250000000000000444e-01 4.281740726752351733e+00
9.350000000000000533e-01 9.269621404087537542e+00
9.450000000000000622e-01 1.715433172549893470e+01
9.550000000000000711e-01 2.627365054735647476e+01
9.650000000000000799e-01 3.408318897682482174e+01
9.750000000000000888e-01 3.715577302064222209e+01
9.849999999999999867e-01 3.557512172595568245e+01
9.949999999999999956e-01 2.983785811491961582e+01
1.004999999999999893e+00 2.224021597442356679e+01
1.015000000000000124e+00 1.489723548866553138e+01
1.024999999999999911e+00 8.832114413129005470e+00
1.035000000000000142e+00 5.023791278069976940e+00
1.044999999999999929e+00 2.510412439219067871e+00
1.055000000000000160e+00 1.222003161352229972e+00
1.064999999999999947e+00 5.738374491660656052e-01
1.075000000000000178e+00 2.591911967599003774e-01
1.084999999999999964e+00 9.881378538865852323e-02
1.095000000000000195e+00 4.791943095299325273e-02
1.104999999999999982e+00 2.237090210427170739e-02
1.115000000000000213e+00 5.303448558582786465e-03
1.125000000000000000e+00 1.116339442834977718e-03
1.135000000000000231e+00 1.096754920404446366e-03
1.145000000000000018e+00 0.000000000000000000e+00
1.155000000000000249e+00 0.000000000000000000e+00
1.165000000000000036e+00 0.000000000000000000e+00
1.175000000000000044e+00 0.000000000000000000e+00
1.185000000000000053e+00 0.000000000000000000e+00
1.195000000000000062e+00 0.000000000000000000e+00
1.205000000000000071e+00 0.000000000000000000e+00
1.214999999999999858e+00 0.000000000000000000e+00
1.225000000000000089e+00 0.000000000000000000e+00
1.234999999999999876e+00 0.000000000000000000e+00
1.245000000000000107e+00 0.000000000000000000e+00
1.254999999999999893e+00 0.000000000000000000e+00
1.265000000000000124e+00 0.000000000000000000e+00
1.274999999999999911e+00 2.897074678637485533e-04
1.285000000000000142e+00 0.000000000000000000e+00
1.294999999999999929e+00 0.000000000000000000e+00
1.305000000000000160e+00 0.000000000000000000e+00
1.314999999999999947e+00 0.000000000000000000e+00
1.325000000000000178e+00 5.365105901841293488e-04
1.334999999999999964e+00 5.285030817612885404e-04
1.345000000000000195e+00 7.810102720183624298e-04
1.354999999999999982e+00 2.052066621951253046e-03
1.365000000000000213e+00 3.285928501280349287e-03
1.375000000000000000e+00 4.982010736618908489e-03
1.385000000000000009e+00 6.874459288398479875e-03
1.395000000000000018e+00 1.064839912520356736e-02
1.405000000000000027e+00 1.336027625636774900e-02
1.415000000000000036e+00 1.905251003165303603e-02
1.425000000000000044e+00 2.388842713545762109e-02
1.435000000000000053e+00 3.430579726202863389e-02
1.445000000000000062e+00 4.488460855916726749e-02
1.455000000000000071e+00 6.206664587448693787e-02
1.465000000000000080e+00 7.241336849919370600e-02
1.475000000000000089e+00 9.264879776932634370e-02
1.485000000000000098e+00 1.121208692011713831e-01
1.495000000000000107e+00 1.498191315260949397e-01
1.504999999999999893e+00 2.010636369423242920e-01
1.515000000000000124e+00 2.285809245389235633e-01
1.524999999999999911e+00 2.780423238735250102e-01
1.535000000000000142e+00 3.297974128259865134e-01
1.544999999999999929e+00 4.060396667960665673e-01
1.555000000000000160e+00 4.596542458297885880e-01
1.564999999999999947e+00 5.168691844052158979e-01
1.575000000000000178e+00 6.024056211080583978e-01
1.584999999999999964e+00 6.797501724842394122e-01
1.595000000000000195e+00 7.519666918900863584e-01
1.604999999999999982e+00 8.342197262298022276e-01
1.615000000000000213e+00 9.317184769800884725e-01
